_id,recordingUrl,public_url
6a4f15ba3a66b11ea2881f94,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15ba3a66b11ea2881f94/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15ba3a66b11ea2881f94/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=b10b5540ba13a607190946681b9ca45abfcde0133df0e65c3287dd3ccf8d589928c68b2e7ab086b58ca2445ab05c837a2c64094a8bb9b61c20c396a50c7b8b830f3a7c69ae1be8dc951916eaf3a316ba9a04378600b240ab91abb6cdd9ee2ce7ade28370de8564266ea67af5ab989736d82561f62b4214e6078100fc39bcf286c58dd8bca579a0047e922fa9780be4c52c3554457d276d11673c7f42722e02e40c89e186d613ba229931d7c6de08bfff6e59d34c0a92418f693effa5b773adc893137bcb2b9e71ade98a83a2964cfca81f602d72326e4df576002b24be2172eaaacbca74e52f8696a4c87dbe8fdbf53ad10742da238daf2faacfab892c0d0b9b
6a4f15ba3a66b11ea2881f96,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15ba3a66b11ea2881f96/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15ba3a66b11ea2881f96/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=614bb38e7e3a30b61788121dc328e2799df8cc19825d6afaf2bf87470d7a1978d000bd28e8341f41d55551398d5d9b8c91c76abc1ccc31da7c401f9db1e96daac54b71c0d3b971228f6dd5ad2f87dc2025dc5d4490c424490c5757e102b12bb965ec946ec7f0222afebc7b09404582cb0a83e0a63b66ca797d5d52a09e34ee207d07b68d88514b51c6c5c395249c276fbc953239aa6712649757835fb88fcd4e4e2d5d07c446f1d99e4cbe35c2e28120467c14f846bba69d2900ca088f3de344bb514eeb40070e59ecc5995c3bec50c2ff188c2be8f60e8b78ff7dbc54390e7bcd8f4aefc2e63e2385b88f207e01977b7b902150e825b17f1ddefc1f59db6b98
6a4f15bb3197d8191f4ea8ca,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb3197d8191f4ea8ca/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb3197d8191f4ea8ca/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=30385ed1759ee61808d13498cfeb55530d8d060e729e312448922083a105261109a5942bb3db4a23910689bdd99ba4572051908ecb0a6191798bfc3e4258428aed99743c1eaf8b22b2b3856809d4fdf0703a32976119dbe9e7fb2300927e30e0dfa1217a4f93e45b1f0940316dd38ed2df71f13b5a134f0e6d34559437e80bc45655847d4907118087a0d58230593b925164dd29d696d33b482720f5ef3f5fd10c3572a22134f7db5601c9f7b949b0d6fd9615376f55bf059ce7c6ef9cdc96acba4188317b3455ce8e716f97db3e170326e2dce1f6418ebf8565ebd6315012240369332817f5f3be3fe74643e65e216d264aed932f43525a6f63fbf019f8c681
6a4f15bb392fa559a16dfc30,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb392fa559a16dfc30/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb392fa559a16dfc30/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=3a643498ed047200805d8f872edd810c23a2968837a20250da2d8057281a5f4b9156bf352b2c424cb3a2a4a8ee5f2a38d0a9e564613291b6c78605a352059d840ac0644974ecdf83d11e54826ae6882a73aa904a9c1c950c0ec63661d9a8eb6c4e9b26bc27543faa7bc2ae55db94990513f31500ff99482283e0ec9c5bc32a807f298f620debcb501da4d0ebefa56de47e2d906c353ef40bed054cd3eecc3b17d7e76bead3e546254c599210e0a2cde952ad2c1426d24d821d5ed7d3c943ee005cd4ef08771f702333506c6727947a7150cf0171d5d8997c884e4e4bd04368b05e57a22abb30698a2aedb98a26a4ba3bab059150f816b4b890b5e2ea4612e8a5
6a4f15bb392fa559a16dfc35,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb392fa559a16dfc35/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb392fa559a16dfc35/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=2d1666983eb087eb493dfaeb4de9776b6ffd85f3628fb4531ed6446b798945869cd0435c54ef2a3aee52b0e3fa50852142ca2828804e7316b4c891239cf0f271c4f6771a9b3317b46f23680cd6a5330c8fa73e1938300c39e1271a8c672f161a8bb0588534f6a99c55dd891899ff6afc94656d7e3df6ee7d2710819a068eee8cd0ce445c56b44a1a5682935b1c7278fc5528fd84c890a1a498c4c6d10bef24426533ad4edf1cf46ac561bbad6e5f10309c42677777738e38859200d3e75102d99f2ea5e8858845c5e490b4bc0fd472b97ec98f771c4c2fe8652b8d9c3eca42964f16f4c3fa4f4248e44215e9ac91616b6b7d88146341be9207bad4ecfae915f2
6a4f15bb5c8dd17bba9d0c29,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb5c8dd17bba9d0c29/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb5c8dd17bba9d0c29/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=7aa7dd03cb0f134a4433d37dd6ec6ec55c73a975f802d528dcc647b615db4741dc66b90a91c50fcfa98803eaa19b9c440b52dea5c99c4f5d6022b7dfe117aafff0bf4ebde53b520f27f38e2efce47552e7d41b8b2e8493d72418a23199a7a623406ebbd14a000d54a8963c4cae060f1f0cd109a975a429e3f26ed8b21acbb4c787afc2624524ba61d46bb3e2ecafd3a229a2fb5461f03a80f8a2440fcfa3af64cad390b3c17436fb43ab6dc87273cc2bf69153964378511e8de5c813c7f979507070072c5d07628fab0160a46bc60485d1f0e92d1ac1d9298b4807f57ef66d6b1fc10601f7ce9aed154bd839c10005239f0000e78bcc31a7187d92aef2bc7e09
6a4f15bb5c8dd17bba9d0c31,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb5c8dd17bba9d0c31/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bb5c8dd17bba9d0c31/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=5ca573490e249e725e96bbb3a3ed392e135fc67016b5d2368f002107d49757e20fcd34bcd02600aaecb336238dd594ea305bde99e81aa3f61cc36646d99e177ff3cc89bb5f7efba4f77c5f29fda7aa4b1de08e26f422dffbf31656c4aa6a42cc9416706bb6115cdb4227a03110b1ec633c017a7e55dea10b52e8164df4f01dbbd00032b5b03bd5a1eb750397f3ccf46acb115a3b7a34f997ff402a475ceea19aba5153905ae5a66e179a59cf3e9dffbe2b1357a5d154144a73bda9b408a3e3a5e83847859f31c56831fb8df265fd464d0b6d0ea665c1cf5f790b2abaf6947a5c1db081459472d11e4ba3e56dc78a8efe789fb39f2fd6eae11c48f63c1150f7db
6a4f15bc064d3c46ff939556,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc064d3c46ff939556/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc064d3c46ff939556/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=9069001768049831077aeb1b69045ac66a2aaa4a7fa92f8cbba18dac202aa81ada0d49d3963975be622c7299dd82f00a34bd9016214ca4c0fa8c5a92a7c51f3277a4fd429fe774bba7a62e275c18a100020a130dfa6660e3993aff8074cb69cbbd42e083d4685856b4d305ed6709cf19b823f655e3ef33a71ded3bb1e7b8a34264f4be901b27d1976a90fe481424ef16f4de204ce374fc8ffc982073b85dabb03dae2bd653c48f6bc7986a637c669a4954964d23ce5580ed69bab58991dc6c58056554b3a5e168a6e56f5247a78ec01f63f12e8dff1da4e22da6f101c4e4929716d33947b1af6fce0e2195553eb76fad3fccca6a5b14ed4accb7247e5348ca6a
6a4f15bc392fa559a16dfc3f,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc392fa559a16dfc3f/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc392fa559a16dfc3f/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=2bef789d53bc848bf4793e0f5134343560262564d745e118b96592ae301a8b2ca7c6744603bc5d2dea9930bc6f852eb2ac117830be91e3e5e6c8bcda4d9fa39b6665c23d95022f71d1b78ed2145c4040bda0af6d6d9ab8c0790e5147df71795e0c7b1a643168a5e38f14aea5c94233b808894459c33b8ffb002e99021189c4d7114bf090d8319bd03e25c6fb3684029269201c0f3bb5ba942ffd06e45b7caec3eae09253aeadff01aec9241382ed52d323bd76bf215caabb08ca5f40e2a5684af18020133d1be7db1586a76a85786323a84ee0a7e70ab179a7748a494ce34599a9570aabb9914d384090c736eb706e8d409a078c247fb4ccaf2965ecb37b1536
6a4f15bc392fa559a16dfc44,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc392fa559a16dfc44/recording.ogg,https://storage.googleapis.com/bluemachines-prod/forever/6944ff45097dce61c8ea9809/recording/6a4f15bc392fa559a16dfc44/recording.ogg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=bm-gcs%40bluemachines-prod.iam.gserviceaccount.com%2F20260709%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260709T093404Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=8ddd87acf4046d096336558fb2f787f76ae40d360e6d8a7100bcf87adfada9c3bd66dc0f1a4989c554df58d92df12a49d5353efc771e1facad18ff59284b1c709e0633d17caa8a8cfdaca77f8aa64e667cd95126d6cc7b8ba0fbe2869944931d48947fb4c9c374f7dbcd4d6a28a1cadc2da8e5a56f733e44c4f66150f390a79729883da08e9886654a8d47dc0123c1e9e4e0526e1fe0beacefa15a6a80cb0d6e54c7d20c6fb5427d9c769887a7460c177bc138f1269b5b40ae00a58bb18bc80180687060126adcac9c738c48398347e437220197ea473a9a22c2205374b5adbeb18c80f65e880d3fea3807dc0272560d87038b507de9d1c9549c8518eb09777e
